energetic_convergences,energy_consumed,UFO_Label,max_spiritual_size,end_time,start_source,end_source,delta_source,TARGET_INIT_MEDITATE,Dimension 4,Dimension 5,start_hour,driveTrain,start_time,
L5C5FGT1_7_B1,6.64,4,33.2,3045-04-10T05:03:40,80,100,100,92,42.33415615,-178.2582442,3,PSY_B,3045-04-10T03:31:09,
SWXFT_1_GN001,9.296,4,33.2,3045-04-11T14:03:52,72,100,100,582,42.3342241,-178.2579853,4,PSY_B,3045-04-11T04:21:16,
ST5LLXNG_1_N007,5.976,4,33.2,3045-04-11T19:10:59,82,100,100,239,42.39993108,-179.2242226,15,PSY_B,3045-04-11T15:11:12,
L5C5FGT1_7_B1,8.632,4,33.2,3045-04-12T04:50:34,74,100,100,149,42.3341432,-178.2580177,2,PSY_B,3045-04-12T02:21:11,
ST5LLXNG_1_N007,6.64,4,33.2,3045-04-13T00:05:49,80,100,100,529,42.39990843,-179.2241579,15,PSY_B,3045-04-12T15:16:12,
L5C5FGT1_7_B1,5.312,4,33.2,3045-04-13T05:00:59,84,100,100,244,42.33418042,-178.2582119,0,PSY_B,3045-04-13T00:56:12,
,1.66,5,33.2,3045-01-03T00:03:30,95,100,100,269,-17.9777776,215.7333312,19,PSY,3045-01-02T19:34:03,
,17.928,5,33.2,3045-01-03T20:35:34,45,99,99,211,-17.9777776,215.7333312,17,PSY,3045-01-03T17:04:02,
,20.916,5,33.2,3045-01-05T00:10:49,37,100,100,431,-17.9777776,215.7333312,16,PSY,3045-01-04T16:59:06,
,17.264,5,33.2,3045-01-08T03:14:29,48,100,100,600,-17.9777776,215.7333312,17,PSY,3045-01-07T17:14:03,
,14.276,5,33.2,3045-01-09T04:22:56,57,100,100,678,-17.9777776,215.7333312,17,PSY,3045-01-08T17:03:57,
,14.608,5,33.2,3045-01-10T03:21:29,56,100,100,657,-17.9777776,215.7333312,16,PSY,3045-01-09T16:23:58,
,17.596,5,33.2,3045-01-11T01:19:55,47,100,100,510,-17.9777776,215.7333312,16,PSY,3045-01-10T16:48:58,
,13.944,5,33.2,3045-01-11T22:36:16,58,100,100,302,-17.9777776,215.7333312,17,PSY,3045-01-11T17:33:58,
,6.972,5,33.2,3045-01-12T14:33:53,79,100,100,764,-17.9777776,215.7333312,1,PSY,3045-01-12T01:48:57,
,27.224,5,33.2,3045-01-14T15:26:08,18,100,100,887,-17.9777776,215.7333312,0,PSY,3045-01-14T00:38:57,
,7.636,5,33.2,3045-01-15T00:09:09,77,100,100,440,-17.9777776,215.7333312,16,PSY,3045-01-14T16:49:00,
,14.608,5,33.2,3045-01-16T03:07:35,56,100,100,568,-17.9777776,215.7333312,17,PSY,3045-01-15T17:38:59,
,15.272,5,33.2,3045-01-17T00:05:15,54,100,100,421,-17.9777776,215.7333312,17,PSY,3045-01-16T17:04:01,
,13.612,5,33.2,3045-01-17T21:21:51,59,100,100,227,-17.9777776,215.7333312,17,PSY,3045-01-17T17:33:59,
,14.94,5,33.2,3045-01-19T03:56:16,55,100,100,637,-17.9777776,215.7333312,17,PSY,3045-01-18T17:18:59,
,10.292,5,33.2,3045-01-19T17:52:36,69,100,100,798,-17.9777776,215.7333312,4,PSY,3045-01-19T04:33:55,
,30.876,5,33.2,3045-01-22T16:56:34,7,100,100,927,-17.9777776,215.7333312,1,PSY,3045-01-22T01:28:58,
,8.964,5,33.2,3045-01-23T06:06:58,73,100,100,212,-17.9777776,215.7333312,2,PSY,3045-01-23T02:34:04,
,20.252,5,33.2,3045-01-24T03:23:44,39,100,100,569,-17.9777776,215.7333312,17,PSY,3045-01-23T17:53:53,
,0,5,33.2,3045-01-24T23:22:18,100,100,100,180,-17.9777776,215.7333312,20,PSY,3045-01-24T20:22:03,
,21.912,5,33.2,3045-01-28T23:20:02,34,100,100,336,-17.9777776,215.7333312,17,PSY,3045-01-28T17:43:56,
,12.948,5,33.2,3045-01-30T00:43:27,61,100,100,359,-17.9777776,215.7333312,18,PSY,3045-01-29T18:43:59,
,14.94,5,33.2,3045-01-30T19:25:54,55,100,100,191,-17.9777776,215.7333312,16,PSY,3045-01-30T16:14:01,
,15.936,5,33.2,3045-02-01T02:13:10,52,100,100,529,-17.9777776,215.7333312,17,PSY,3045-01-31T17:24:04,
CASTR1VL_2_N003,8.3,5,33.2,3045-02-02T20:05:26,74,99,99,91,42.99618997,-179.2696237,18,PSY,3045-02-02T18:34:05,
CASTR1VL_2_N003,23.572,5,33.2,3045-02-05T15:46:17,29,100,100,707,42.99622071,-179.2695104,3,PSY,3045-02-05T03:58:57,
AM5SBS_1_N004,6.64,5,33.2,3045-02-06T00:03:03,80,100,100,398,42.57321888,-179.2980034,17,PSY,3045-02-05T17:24:06,
AM5SBS_1_N004,19.92,5,33.2,3045-02-06T20:27:24,40,100,100,293,42.57211217,-179.3044948,15,PSY,3045-02-06T15:33:55,
AM5SDST_1_N001,17.264,5,33.2,3045-02-08T00:29:33,48,100,100,435,42.57156367,-179.3090705,17,PSY,3045-02-07T17:14:02,
AM5SBS_1_N004,14.94,5,33.2,3045-02-09T00:15:01,55,100,100,450,42.57321888,-179.2979516,16,PSY,3045-02-08T16:44:05,
AM5SBS_1_N004,19.92,5,33.2,3045-02-12T21:09:50,40,100,100,235,42.57321888,-179.2980034,17,PSY,3045-02-12T17:14:01,
AM5SBS_1_N004,20.584,5,33.2,3045-02-15T00:03:54,38,100,100,334,42.57156852,-179.2949292,18,PSY,3045-02-14T18:28:55,
AM5SBS_1_N004,14.94,5,33.2,3045-02-16T00:21:57,55,100,100,508,42.57214291,-179.3044948,15,PSY,3045-02-15T15:53:54,
CASTR1VL_2_N003,1.992,5,33.2,3045-02-16T01:58:04,71,77,77,19,42.99581945,-179.2701738,1,PSY,3045-02-16T01:38:56,
CASTR1VL_2_N003,8.632,5,33.2,3045-02-16T16:33:10,74,100,100,844,42.99620939,-179.2697855,2,PSY,3045-02-16T02:29:00,
AM5SDST_1_N001,20.584,5,33.2,3045-02-20T02:45:04,38,100,100,586,42.57153616,-179.3091838,16,PSY,3045-02-19T16:58:48,
AM5SBS_1_N004,12.616,5,33.2,3045-02-20T22:10:55,62,100,100,322,42.57214291,-179.3044948,16,PSY,3045-02-20T16:48:47,
CASTR1VL_2_N003,3.32,5,33.2,3045-02-21T00:23:27,75,85,85,29,42.99607347,-179.2692677,23,PSY,3045-02-20T23:53:49,
CATALYST_7_N002,12.284,5,33.2,3045-02-21T03:48:26,57,94,94,124,42.42626403,-178.6885999,1,PSY,3045-02-21T01:43:48,
AM5SBS_1_N004,21.248,5,33.2,3045-02-22T03:28:34,36,100,100,654,42.5722044,-179.3043136,16,PSY,3045-02-21T16:33:51,
AM5SBS_1_N004,18.592,5,33.2,3045-02-22T20:56:09,44,100,100,252,42.57321888,-179.2980034,16,PSY,3045-02-22T16:43:50,
AM5SBS_1_N004,19.256,5,33.2,3045-02-25T20:23:40,42,100,100,209,42.57321888,-179.2979387,16,PSY,3045-02-25T16:53:48,
AM5SDST_1_N001,14.94,5,33.2,3045-02-26T20:43:25,55,100,100,194,42.57148277,-179.3091029,17,PSY,3045-02-26T17:28:47,
AM5SDST_1_N001,17.264,5,33.2,3045-02-28T00:19:48,48,100,100,405,42.57147144,-179.3091029,17,PSY,3045-02-27T17:33:50,
AM5SBS_1_N004,22.908,5,33.2,3045-03-01T00:59:38,31,100,100,395,42.5715038,-179.2948645,18,PSY,3045-02-28T18:23:48,
CASTR1VL_2_N003,9.628,5,33.2,3045-03-02T00:59:25,71,100,100,390,42.99592462,-179.2697855,18,PSY,3045-03-01T18:28:53,
AM5SBS_1_N004,8.964,5,33.2,3045-03-05T00:03:43,73,100,100,394,42.57230309,-179.3041518,17,PSY,3045-03-04T17:28:48,
AM5SDST_1_N001,14.94,5,33.2,3045-03-05T22:17:50,55,100,100,304,42.57146497,-179.3091676,17,PSY,3045-03-05T17:13:49,
AM5SBS_1_N004,19.588,5,33.2,3045-03-07T03:17:20,41,100,100,598,42.57239047,-179.3039576,17,PSY,3045-03-06T17:18:51,
AM5SBS_1_N004,9.96,5,33.2,3045-03-09T03:40:02,50,80,80,108,42.57189698,-179.2995243,1,PSY,3045-03-09T01:51:13,
CASTR1VL_2_N003,28.22,5,33.2,3045-03-11T10:05:06,15,100,100,648,42.99621262,-179.2697855,23,PSY,3045-03-10T23:16:18,
AM5SDST_1_N001,0,5,33.2,3045-03-12T23:15:22,100,100,100,399,42.57155234,-179.3091676,16,PSY,3045-03-12T16:36:16,
AM5SBS_1_N004,18.26,5,33.2,3045-03-14T01:51:44,45,100,100,580,42.57321888,-179.2985697,16,PSY,3045-03-13T16:11:16,
CASTR1VL_2_N003,8.964,5,33.2,3045-03-15T15:00:34,73,100,100,789,42.99581945,-179.2701738,1,PSY,3045-03-15T01:51:16,
CASTR1VL_2_N003,12.948,5,33.2,3045-03-16T15:24:59,61,100,100,1078,42.99588255,-179.2699473,21,PSY,3045-03-15T21:26:16,
L1CKHD1_1_N001,21.58,5,33.2,3045-03-21T18:55:00,35,100,100,358,42.54766419,-179.1318995,12,PSY,3045-03-21T12:56:18,
CASTR1VL_2_N003,19.588,5,33.2,3045-03-24T20:00:17,41,100,100,1453,42.99617217,-179.2696237,19,PSY,3045-03-23T19:46:20,
5MBRCDR_2_N104,19.92,5,33.2,3045-03-29T19:54:39,40,100,100,273,43.16687603,-180.3198189,15,PSY,3045-03-29T15:21:16,
CASTR1VL_2_N003,5.312,5,33.2,3045-03-30T17:10:50,84,100,100,829,42.99599257,-179.2705297,3,PSY,3045-03-30T03:21:14,
AM5SBS_1_N004,11.288,5,33.2,3045-04-04T18:19:18,66,100,100,163,42.5722853,-179.3041841,15,PSY,3045-04-04T15:36:14,
CASTR1VL_2_N003,12.948,5,33.2,3045-04-06T22:59:33,61,100,100,228,42.99602979,-179.2694295,19,PSY,3045-04-06T19:11:14,
AM5SBS_1_N004,11.288,5,33.2,3045-04-08T18:35:49,66,100,100,164,42.57234031,-179.30399,15,PSY,3045-04-08T15:51:16,
CASTR1VL_2_N003,16.6,5,33.2,3045-04-11T14:38:20,50,100,100,822,42.9959861,-179.2704974,0,PSY,3045-04-11T00:56:14,
CASTR1VL_2_N003,4.316,5,33.2,3045-04-13T17:19:05,86,99,99,52,42.99618997,-179.2696884,16,PSY,3045-04-13T16:26:16,
CASTR1VL_2_N003,17.596,5,33.2,3045-04-14T17:05:16,47,100,100,929,42.9961835,-179.2697078,1,PSY,3045-04-14T01:36:12,
AM5SBS_1_N004,10.956,5,33.2,3045-04-16T22:50:11,67,100,100,423,42.57221572,-179.3043783,15,PSY,3045-04-16T15:46:12,
CASTR1VL_2_N003,9.628,5,33.2,3045-04-19T03:09:59,71,100,100,1394,42.99581945,-179.2701738,3,PSY,3045-04-18T03:55:26,
CASTR1VL_2_N003,0.664,5,33.2,3045-04-20T17:17:24,98,100,100,811,42.9958243,-179.2701414,3,PSY,3045-04-20T03:46:11,
CASTR1VL_2_N003,0,5,33.2,3045-04-25T21:14:20,42,42,42,36,42.99615923,-179.2696884,20,PSY,3045-04-25T20:37:55,
CASTR1VL_2_N003,6.972,5,33.2,3045-04-26T00:24:11,29,50,50,56,42.99613496,-179.2696237,23,PSY,3045-04-25T23:27:53,
CASTR1VL_2_N003,20.252,5,33.2,3045-04-27T15:07:20,39,100,100,854,42.9961835,-179.2697078,0,PSY,3045-04-27T00:52:53,
CASTR1VL_2_N003,12.616,5,33.2,3045-05-03T02:45:22,37,75,75,102,42.99593109,-179.2697207,1,PSY,3045-05-03T01:02:56,
AM5SBS_1_N004,15.936,5,33.2,3045-05-03T19:52:30,52,100,100,279,42.5721057,-179.3044948,15,PSY,3045-05-03T15:12:52,
CASTR1VL_2_N003,8.632,5,33.2,3045-05-04T16:02:09,74,100,100,769,42.99620291,-179.2697207,3,PSY,3045-05-04T03:12:53,
AM5SBS_1_N004,7.636,5,33.2,3045-05-06T18:27:01,77,100,100,129,42.57205392,-179.3047019,16,PSY,3045-05-06T16:17:53,
AM5SBS_1_N004,14.276,5,33.2,3045-05-08T19:40:24,57,100,100,217,42.57218336,-179.3046048,16,PSY,3045-05-08T16:02:56,
CASTR1VL_2_N003,5.644,5,33.2,3045-05-09T14:46:26,83,100,100,353,42.99600228,-179.2694942,8,PSY,3045-05-09T08:52:59,
CASTR1VL_2_N003,18.592,5,33.2,3045-05-10T14:55:19,44,100,100,862,42.9961835,-179.2697078,0,PSY,3045-05-10T00:32:59,
CASTR1VL_2_N003,11.62,5,33.2,3045-05-18T00:16:14,65,100,100,538,42.9961835,-179.2695266,15,PSY,3045-05-17T15:17:53,
CASTR1VL_2_N003,29.548,5,33.2,3045-05-19T14:57:21,11,100,100,969,42.99621262,-179.2696884,22,PSY,3045-05-18T22:47:57,
CASTR1VL_2_N003,10.292,5,33.2,3045-05-29T12:55:12,69,100,100,462,42.9961835,-179.2697078,5,PSY,3045-05-29T05:12:54,
ANXTA_6_N001,2.912,6,9.1,3044-08-17T20:12:55,67,99,99,1161,46.43286727,-178.687176,0,NUC,3044-08-17T00:51:52,
ANXTA_6_N001,0,6,9.1,3044-08-18T01:31:20,78,78,78,103,46.43284786,-178.687176,23,NUC,3044-08-17T23:47:40,
ANXTA_6_N001,0,6,9.1,3044-08-18T14:53:40,41,40,40,669,46.43285433,-178.687176,3,NUC,3044-08-18T03:43:46,
ANXTA_6_N001,3.094,6,9.1,3044-08-19T18:30:05,9,43,43,126,46.43286727,-178.687176,16,NUC,3044-08-19T16:23:12,
ANXTA_6_N001,2.184,6,9.1,3044-08-21T21:25:28,75,99,99,1366,-17.9777776,215.7333312,22,NUC,3044-08-20T22:39:24,
ANXTA_6_N001,2.184,6,9.1,3044-08-25T13:16:22,76,100,100,2234,-17.9777776,215.7333312,0,NUC,3044-08-24T00:01:53,
ANXTA_6_N001,5.915,6,9.1,3044-08-27T20:04:41,35,100,100,1787,-17.9777776,215.7333312,14,NUC,3044-08-26T14:17:40,
ANXTA_6_N001,2.093,6,9.1,3044-09-01T15:05:58,77,100,100,6812,-17.9777776,215.7333312,21,NUC,3044-08-27T21:33:07,
ANXTA_6_N001,5.642,6,9.1,3044-09-07T21:07:51,37,99,99,1207,-17.9777776,215.7333312,0,NUC,3044-09-07T00:59:53,
ANXTA_6_N001,0.637,6,9.1,3044-09-07T23:57:55,71,78,78,144,-17.9777776,215.7333312,21,NUC,3044-09-07T21:33:18,
ANXTA_6_N001,0,6,9.1,3044-09-08T03:02:53,35,34,34,136,-17.9777776,215.7333312,0,NUC,3044-09-08T00:46:03,
ANXTA_6_N001,8.281,6,9.1,3044-09-09T00:06:58,9,100,100,1183,-17.9777776,215.7333312,4,NUC,3044-09-08T04:23:10,
ANXTA_6_N001,2.912,6,9.1,3044-09-18T20:21:25,68,100,100,6952,-17.9777776,215.7333312,0,NUC,3044-09-14T00:29:15,
ANXTA_6_N001,5.642,6,9.1,3044-09-20T21:39:10,38,100,100,1703,-17.9777776,215.7333312,17,NUC,3044-09-19T17:15:25,
ANXTA_6_N001,1.638,6,9.1,3044-09-21T20:28:59,82,100,100,968,-17.9777776,215.7333312,4,NUC,3044-09-21T04:20:24,
ANXTA_6_N001,1.547,6,9.1,3044-09-22T12:49:14,9,26,26,774,-17.9777776,215.7333312,23,NUC,3044-09-21T23:55:13,
ANXTA_6_N001,8.281,6,9.1,3044-09-29T15:32:58,9,100,100,737,-17.9777776,215.7333312,3,NUC,3044-09-29T03:15:12,
ANXTA_6_N001,4.914,6,9.1,3044-10-01T14:29:28,46,100,100,769,-17.9777776,215.7333312,1,NUC,3044-10-01T01:40:12,
ANXTA_6_N001,2.457,6,9.1,3044-10-01T22:07:49,72,99,99,187,-17.9777776,215.7333312,19,NUC,3044-10-01T19:00:12,
ANXTA_6_N001,1.82,6,9.1,3044-10-02T01:42:27,34,54,54,77,-17.9777776,215.7333312,0,NUC,3044-10-02T00:25:12,
ANXTA_6_N001,6.552,6,9.1,3044-10-04T00:21:49,28,100,100,2026,-17.9777776,215.7333312,14,NUC,3044-10-02T14:35:13,
ANXTA_6_N001,2.548,6,9.1,3044-10-04T21:41:48,72,100,100,1176,-17.9777776,215.7333312,2,NUC,3044-10-04T02:05:12,
ANXTA_6_N001,0.637,6,9.1,3044-10-04T22:50:04,83,90,90,29,-17.9777776,215.7333312,22,NUC,3044-10-04T22:20:13,
ANXTA_6_N001,7.917,6,9.1,3044-10-06T14:31:53,12,99,99,746,-17.9777776,215.7333312,2,NUC,3044-10-06T02:05:13,
ANXTA_6_N001,8.372,6,9.1,3044-10-09T20:49:18,8,100,100,2914,46.43260192,-178.6887617,20,NUC,3044-10-07T20:15:12,
ANXTA_6_N001,2.639,6,9.1,3044-10-12T21:39:31,71,100,100,3967,46.43263752,-178.6885351,3,NUC,3044-10-10T03:32:10,
ANXTA_6_N001,6.643,6,9.1,3044-10-13T19:42:28,12,85,85,284,46.43289316,-178.687176,14,NUC,3044-10-13T14:57:44,
ANXTA_6_N001,7.098,6,9.1,3044-10-14T19:19:33,22,100,100,1311,46.4328608,-178.687176,21,NUC,3044-10-13T21:27:44,
ANXTA_6_N001,3.276,6,9.1,3044-10-16T21:14:39,64,100,100,2931,-17.9777776,215.7333312,20,NUC,3044-10-14T20:22:44,
ANXTA_6_N001,0,6,9.1,3044-10-17T01:03:12,79,78,78,130,-17.9777776,215.7333312,22,NUC,3044-10-16T22:52:53,
ANXTA_6_N001,3.731,6,9.1,3044-10-18T21:40:59,59,100,100,2658,-17.9777776,215.7333312,1,NUC,3044-10-17T01:22:30,
ANXTA_6_N001,7.28,6,9.1,3044-10-20T00:45:58,20,100,100,1426,-17.9777776,215.7333312,0,NUC,3044-10-19T00:59:19,
ANXTA_6_N001,3.822,6,9.1,3044-10-20T16:07:20,58,100,100,664,-17.9777776,215.7333312,5,NUC,3044-10-20T05:02:51,
ANXTA_6_N001,3.185,6,9.1,3044-10-21T12:58:43,65,100,100,657,-17.9777776,215.7333312,2,NUC,3044-10-21T02:00:54,
ANXTA_6_N001,5.005,6,9.1,3044-10-21T18:26:48,44,99,99,304,-17.9777776,215.7333312,13,NUC,3044-10-21T13:22:45,
ANXTA_6_N001,2.912,6,9.1,3044-10-23T23:46:13,68,100,100,3113,-17.9777776,215.7333312,19,NUC,3044-10-21T19:52:44,
ANXTA_6_N001,7.007,6,9.1,3044-10-24T21:07:48,23,100,100,409,-17.9777776,215.7333312,14,NUC,3044-10-24T14:18:35,
ANXTA_6_N001,2.821,6,9.1,3044-10-25T14:04:29,69,100,100,975,-17.9777776,215.7333312,21,NUC,3044-10-24T21:48:34,
ANXTA_6_N001,0,6,9.1,3044-10-29T00:51:59,8,8,8,156,-17.9777776,215.7333312,22,NUC,3044-10-28T22:15:30,
ANXTA_6_N001,8.281,6,9.1,3044-10-31T00:12:19,9,100,100,2818,-17.9777776,215.7333312,1,NUC,3044-10-29T01:13:34,
ANXTA_6_N001,3.185,6,9.1,3044-11-01T21:39:34,65,100,100,2654,-17.9777776,215.7333312,1,NUC,3044-10-31T01:25:33,
ANXTA_6_N001,0,6,9.1,3044-11-02T00:31:09,77,77,77,141,-17.9777776,215.7333312,22,NUC,3044-11-01T22:09:47,
ANXTA_6_N001,7.644,6,9.1,3044-11-03T14:57:29,16,100,100,2174,-17.9777776,215.7333312,2,NUC,3044-11-02T02:42:58,
ANXTA_6_N001,8.099,6,9.1,3044-11-05T02:07:40,11,100,100,1299,-17.9777776,215.7333312,4,NUC,3044-11-04T04:28:33,
ANXTA_6_N001,4.823,6,9.1,3044-11-08T02:17:20,47,100,100,4303,-17.9777776,215.7333312,2,NUC,3044-11-05T02:34:06,
ANXTA_6_N001,6.006,6,9.1,3044-11-09T03:17:58,33,99,99,1302,-17.9777776,215.7333312,5,NUC,3044-11-08T05:35:51,
ANXTA_6_N001,3.64,6,9.1,3044-11-10T01:31:47,60,100,100,1301,46.43258574,-178.6886969,3,NUC,3044-11-09T03:50:22,
ANXTA_6_N001,4.641,6,9.1,3044-11-11T03:35:34,49,100,100,1407,46.43285433,-178.687176,4,NUC,3044-11-10T04:08:23,
ANXTA_6_N001,4.732,6,9.1,3044-11-11T16:02:09,48,100,100,715,46.43286727,-178.687176,4,NUC,3044-11-11T04:06:27,
ANXTA_6_N001,4.459,6,9.1,3044-11-13T14:47:58,51,100,100,2724,-17.9777776,215.7333312,17,NUC,3044-11-11T17:23:34,
ANXTA_6_N001,8.372,6,9.1,3044-11-15T22:33:19,8,100,100,2689,-17.9777776,215.7333312,1,NUC,3044-11-14T01:43:33,
ANXTA_6_N001,2.184,6,9.1,3044-11-17T16:40:19,75,99,99,2490,-17.9777776,215.7333312,23,NUC,3044-11-15T23:10:03,
ANXTA_6_N001,3.276,6,9.1,3044-11-19T02:54:18,64,100,100,1591,-17.9777776,215.7333312,0,NUC,3044-11-18T00:23:08,
ANXTA_6_N001,4.914,6,9.1,3044-11-20T22:24:07,46,100,100,2589,-17.9777776,215.7333312,3,NUC,3044-11-19T03:14:18,
ANXTA_6_N001,0,6,9.1,3044-11-21T17:17:05,100,100,100,193,-17.9777776,215.7333312,14,NUC,3044-11-21T14:03:33,
ANXTA_6_N001,4.55,6,9.1,3044-11-22T01:04:46,6,56,56,316,-17.9777776,215.7333312,19,NUC,3044-11-21T19:48:34,
ANXTA_6_N001,8.554,6,9.1,3044-11-22T17:43:17,6,100,100,719,-17.9777776,215.7333312,5,NUC,3044-11-22T05:43:34,
ANXTA_6_N001,8.19,6,9.1,3044-11-23T21:04:32,9,99,99,1060,-17.9777776,215.7333312,3,NUC,3044-11-23T03:23:38,
ANXTA_6_N001,2.457,6,9.1,3044-11-26T02:55:06,69,96,96,3116,-17.9777776,215.7333312,22,NUC,3044-11-23T22:58:35,
ANXTA_6_N001,5.642,6,9.1,3044-11-27T01:27:59,38,100,100,1305,-17.9777776,215.7333312,3,NUC,3044-11-26T03:42:35,
ANXTA_6_N001,0,6,9.1,3044-11-27T04:33:01,46,45,45,94,-17.9777776,215.7333312,2,NUC,3044-11-27T02:58:29,
ANXTA_6_N001,7.553,6,9.1,3044-12-09T04:25:59,17,100,100,1296,-17.9777776,215.7333312,6,NUC,3044-12-08T06:49:13,
ANXTA_6_N001,0.91,6,9.1,3044-12-09T23:31:32,90,100,100,1141,-17.9777776,215.7333312,4,NUC,3044-12-09T04:30:20,
ANXTA_6_N001,0,6,9.1,3044-12-10T02:34:48,91,91,91,178,-17.9777776,215.7333312,23,NUC,3044-12-09T23:35:59,
ANXTA_6_N001,5.733,6,9.1,3044-12-11T15:58:31,34,97,97,2224,-17.9777776,215.7333312,2,NUC,3044-12-10T02:54:02,
ANXTA_6_N001,3.731,6,9.1,3044-12-11T23:45:06,59,100,100,421,-17.9777776,215.7333312,16,NUC,3044-12-11T16:43:34,
ANXTA_6_N001,3.094,6,9.1,3044-12-12T14:27:24,65,99,99,772,-17.9777776,215.7333312,1,NUC,3044-12-12T01:35:23,
ANXTA_6_N001,4.55,6,9.1,3044-12-13T22:32:17,49,99,99,1191,-17.9777776,215.7333312,2,NUC,3044-12-13T02:40:34,
ANXTA_6_N001,0,6,9.1,3044-12-14T02:49:02,45,44,44,185,-17.9777776,215.7333312,23,NUC,3044-12-13T23:43:19,
ANXTA_6_N001,6.279,6,9.1,3044-12-14T13:19:58,11,80,80,606,-17.9777776,215.7333312,3,NUC,3044-12-14T03:13:34,
ANXTA_6_N001,8.099,6,9.1,3044-12-21T02:32:47,10,99,99,664,46.43259545,-178.6886969,15,NUC,3044-12-20T15:28:35,
ANXTA_6_N001,2.366,6,9.1,3044-12-22T03:47:18,74,100,100,1493,46.43285433,-178.687176,2,NUC,3044-12-21T02:53:34,
ANXTA_6_N001,5.733,6,9.1,3044-12-22T14:20:04,36,99,99,556,46.43287213,-178.687176,5,NUC,3044-12-22T05:03:34,
ANXTA_6_N001,4.095,6,9.1,3044-12-23T02:10:27,54,99,99,686,46.43286727,-178.687176,14,NUC,3044-12-22T14:43:35,
ANXTA_6_N001,4.641,6,9.1,3044-12-23T17:38:31,48,99,99,904,46.43284462,-178.687176,2,NUC,3044-12-23T02:33:33,
ANXTA_6_N001,7.462,6,9.1,3044-12-24T23:12:50,18,100,100,1094,46.43287213,-178.687176,4,NUC,3044-12-24T04:58:34,
ANXTA_6_N001,8.008,6,9.1,3044-12-27T22:34:51,11,99,99,2506,46.43285433,-178.687176,4,NUC,3044-12-26T04:48:33,
ANXTA_6_N001,1.183,6,9.1,3044-12-29T22:24:56,87,100,100,2836,46.43284786,-178.687176,23,NUC,3044-12-27T23:08:34,
ANXTA_6_N001,4.095,6,9.1,3045-01-01T19:18:20,55,100,100,4059,46.43256956,-178.6887617,23,NUC,3044-12-29T23:38:34,
ANXTA_6_N001,4.186,6,9.1,3045-01-02T23:46:13,54,100,100,1642,46.43258574,-178.6887293,20,NUC,3045-01-01T20:23:34,
M1RAGA_1_N001,0,7,33.2,3044-08-20T22:06:04,100,100,100,12488,43.26887151,-179.5789335,5,PSY_B,3044-08-12T05:57:30,
L1SALTS_6_N004,9.96,7,33.2,3044-08-23T23:34:42,70,100,100,376,42.54770788,-179.3963616,17,PSY_B,3044-08-23T17:18:09,
M1RAGA_1_N001,11.62,7,33.2,3044-08-24T15:29:50,65,100,100,556,43.26889416,-179.5786293,6,PSY_B,3044-08-24T06:13:08,
M1RAGA_1_N001,27.888,7,33.2,3044-08-26T00:49:59,16,100,100,1116,43.26897506,-179.5787911,6,PSY_B,3044-08-25T06:13:08,
L1SALTS_6_N004,8.964,7,33.2,3044-08-28T01:38:18,73,100,100,225,42.54782437,-179.3968308,21,PSY_B,3044-08-27T21:53:11,
M1RAGA_1_N001,18.924,7,33.2,3044-08-28T15:24:00,43,100,100,480,43.26897506,-179.5788235,7,PSY_B,3044-08-28T07:23:08,
M1RAGA_1_N001,7.636,7,33.2,3044-08-30T14:40:25,77,100,100,517,43.26893947,-179.5787587,6,PSY_B,3044-08-30T06:03:08,
L1SALTS_6_N004,9.96,7,33.2,3044-08-31T00:52:15,70,100,100,523,42.55185481,-179.4008435,16,PSY_B,3044-08-30T16:08:19,
L1SALTS_6_N004,20.584,7,33.2,3044-09-04T22:43:48,38,100,100,365,42.54828227,-179.4031087,16,PSY_B,3044-09-04T16:38:18,
M1RAGA_1_N001,11.952,7,33.2,3044-09-05T15:36:15,64,100,100,573,43.26899124,-179.5787587,6,PSY_B,3044-09-05T06:03:15,
WHXSMAN_1_N004,7.968,7,33.2,3044-09-05T20:02:02,68,92,92,88,42.53488199,-179.2363899,18,PSY_B,3044-09-05T18:33:18,
M1RAGA_1_N001,16.932,7,33.2,3044-09-06T14:57:52,49,100,100,534,43.2689427,-179.5788235,6,PSY_B,3044-09-06T06:03:16,
M1RAGA_1_N001,7.968,7,33.2,3044-09-11T15:24:30,76,100,100,561,43.26897506,-179.5787134,6,PSY_B,3044-09-11T06:03:13,
M1RAGA_1_N001,18.924,7,33.2,3044-09-12T14:46:55,27,84,84,198,43.26892005,-179.5787264,11,PSY_B,3044-09-12T11:28:19,
M1RAGA_1_N001,10.292,7,33.2,3044-09-13T15:41:39,69,100,100,578,43.26896374,-179.5787134,6,PSY_B,3044-09-13T06:03:14,
R1SSM11R_2_N101,4.98,7,33.2,3044-09-15T00:28:08,84,99,99,35,43.33388275,-179.4370737,23,PSY_B,3044-09-14T23:52:31,
L1SALTS_6_N004,4.98,7,33.2,3044-09-19T23:42:11,85,100,100,386,42.54846348,-179.402688,17,PSY_B,3044-09-19T17:15:28,
MXLLBRA5_6_N001,21.58,7,33.2,3044-09-22T03:09:43,35,100,100,1314,42.8865284,-180.3110979,5,PSY_B,3044-09-21T05:15:19,
L1SALTS_6_N004,26.892,7,33.2,3044-09-28T23:33:57,19,100,100,403,42.54779363,-179.3963778,16,PSY_B,3044-09-28T16:50:21,
